1.00000000,1.00000000,43241.00000000
1.00000000,3.00000000,654250.00000000
1.00000000,4.00000000,135295.00000000
1.00000000,5.00000000,32895.00000000
1.00000000,6.00000000,41684.00000000
1.00000000,7.00000000,60719.00000000
1.00000000,8.00000000,394248.00000000
1.00000000,9.00000000,52660.00000000
1.00000000,10.00000000,113350.00000000
2.00000000,1.00000000,39715.00000000
2.00000000,2.00000000,13608.00000000
2.00000000,3.00000000,654250.00000000
2.00000000,4.00000000,129252.00000000
2.00000000,5.00000000,47734.00000000
2.00000000,7.00000000,60719.00000000
2.00000000,8.00000000,412702.00000000
2.00000000,9.00000000,56979.00000000
2.00000000,10.00000000,113350.00000000
3.00000000,1.00000000,373884.00000000
3.00000000,2.00000000,13608.00000000
3.00000000,4.00000000,301490.00000000
3.00000000,5.00000000,53792.00000000
3.00000000,6.00000000,100097.00000000
3.00000000,7.00000000,327379.00000000
3.00000000,9.00000000,353270.00000000
4.00000000,4.00000000,846453.00000000
4.00000000,8.00000000,453570.00000000
4.00000000,9.00000000,57270.00000000
4.00000000,10.00000000,163464.00000000
5.00000000,1.00000000,470791.00000000
5.00000000,2.00000000,13608.00000000
5.00000000,4.00000000,412604.00000000
5.00000000,5.00000000,198121.00000000
5.00000000,10.00000000,427064.00000000
6.00000000,1.00000000,39715.00000000
6.00000000,2.00000000,13608.00000000
6.00000000,3.00000000,654250.00000000
6.00000000,4.00000000,129252.00000000
6.00000000,5.00000000,47734.00000000
6.00000000,7.00000000,60719.00000000
6.00000000,8.00000000,412702.00000000
6.00000000,9.00000000,56979.00000000
6.00000000,10.00000000,113350.00000000
7.00000000,1.00000000,52417.00000000
7.00000000,2.00000000,33088.00000000
7.00000000,3.00000000,701786.00000000
7.00000000,5.00000000,50731.00000000
7.00000000,7.00000000,61263.00000000
7.00000000,8.00000000,458514.00000000
7.00000000,9.00000000,56979.00000000
7.00000000,10.00000000,113350.00000000
8.00000000,1.00000000,496283.00000000
8.00000000,5.00000000,180872.00000000
8.00000000,7.00000000,348545.00000000
8.00000000,9.00000000,231333.00000000
8.00000000,10.00000000,266293.00000000
9.00000000,1.00000000,377410.00000000
9.00000000,4.00000000,284885.00000000
9.00000000,5.00000000,120862.00000000
9.00000000,7.00000000,282122.00000000
9.00000000,9.00000000,230781.00000000
9.00000000,10.00000000,227820.00000000
10.00000000,2.00000000,20687.00000000
10.00000000,3.00000000,717483.00000000
10.00000000,4.00000000,191743.00000000
10.00000000,5.00000000,53792.00000000
10.00000000,6.00000000,100097.00000000
10.00000000,9.00000000,193838.00000000
10.00000000,10.00000000,249859.00000000
11.00000000,1.00000000,43435.00000000
11.00000000,3.00000000,691967.00000000
11.00000000,4.00000000,142367.00000000
11.00000000,6.00000000,66475.00000000
11.00000000,8.00000000,444926.00000000
11.00000000,10.00000000,138993.00000000
12.00000000,1.00000000,52417.00000000
12.00000000,2.00000000,39802.00000000
12.00000000,3.00000000,701786.00000000
12.00000000,6.00000000,62939.00000000
12.00000000,7.00000000,61263.00000000
12.00000000,8.00000000,492525.00000000
12.00000000,10.00000000,117364.00000000
13.00000000,1.00000000,39715.00000000
13.00000000,2.00000000,17629.00000000
13.00000000,3.00000000,654250.00000000
13.00000000,4.00000000,131242.00000000
13.00000000,6.00000000,62853.00000000
13.00000000,7.00000000,79656.00000000
13.00000000,8.00000000,542726.00000000
14.00000000,1.00000000,39715.00000000
14.00000000,2.00000000,17629.00000000
14.00000000,3.00000000,691967.00000000
14.00000000,4.00000000,132107.00000000
14.00000000,6.00000000,62853.00000000
14.00000000,8.00000000,444926.00000000
14.00000000,10.00000000,138993.00000000
15.00000000,1.00000000,39715.00000000
15.00000000,2.00000000,17629.00000000
15.00000000,3.00000000,691967.00000000
15.00000000,4.00000000,132107.00000000
15.00000000,6.00000000,62853.00000000
15.00000000,8.00000000,444926.00000000
15.00000000,10.00000000,138993.00000000
16.00000000,1.00000000,52417.00000000
16.00000000,2.00000000,39802.00000000
16.00000000,3.00000000,754441.00000000
16.00000000,6.00000000,59912.00000000
16.00000000,8.00000000,560207.00000000
16.00000000,9.00000000,61026.00000000
17.00000000,1.00000000,39715.00000000
17.00000000,2.00000000,13608.00000000
17.00000000,3.00000000,654250.00000000
17.00000000,4.00000000,129252.00000000
17.00000000,5.00000000,47734.00000000
17.00000000,7.00000000,60719.00000000
17.00000000,8.00000000,412702.00000000
17.00000000,9.00000000,56979.00000000
17.00000000,10.00000000,113350.00000000
18.00000000,1.00000000,43241.00000000
18.00000000,3.00000000,706078.00000000
18.00000000,4.00000000,136205.00000000
18.00000000,5.00000000,51755.00000000
18.00000000,8.00000000,525316.00000000
18.00000000,9.00000000,65345.00000000
19.00000000,1.00000000,39715.00000000
19.00000000,2.00000000,17629.00000000
19.00000000,3.00000000,717162.00000000
19.00000000,4.00000000,233012.00000000
19.00000000,6.00000000,142415.00000000
19.00000000,9.00000000,376969.00000000
20.00000000,1.00000000,474317.00000000
20.00000000,4.00000000,363879.00000000
20.00000000,5.00000000,32895.00000000
20.00000000,6.00000000,41684.00000000
20.00000000,8.00000000,394666.00000000
20.00000000,9.00000000,52660.00000000
20.00000000,10.00000000,163464.00000000
21.00000000,1.00000000,52417.00000000
21.00000000,2.00000000,39802.00000000
21.00000000,3.00000000,701786.00000000
21.00000000,6.00000000,59912.00000000
21.00000000,7.00000000,61263.00000000
21.00000000,8.00000000,446966.00000000
21.00000000,9.00000000,52660.00000000
21.00000000,10.00000000,113350.00000000
22.00000000,1.00000000,39715.00000000
22.00000000,2.00000000,13608.00000000
22.00000000,3.00000000,706078.00000000
22.00000000,4.00000000,130162.00000000
22.00000000,5.00000000,28874.00000000
22.00000000,6.00000000,41684.00000000
22.00000000,8.00000000,506862.00000000
22.00000000,9.00000000,61026.00000000
23.00000000,1.00000000,43241.00000000
23.00000000,3.00000000,691967.00000000
23.00000000,4.00000000,136160.00000000
23.00000000,5.00000000,51946.00000000
23.00000000,8.00000000,465829.00000000
23.00000000,10.00000000,138993.00000000
24.00000000,2.00000000,56818.00000000
24.00000000,3.00000000,737107.00000000
24.00000000,6.00000000,59912.00000000
24.00000000,7.00000000,61263.00000000
24.00000000,8.00000000,446966.00000000
24.00000000,9.00000000,52660.00000000
24.00000000,10.00000000,113350.00000000
25.00000000,1.00000000,43241.00000000
25.00000000,3.00000000,691967.00000000
25.00000000,4.00000000,190733.00000000
25.00000000,5.00000000,120862.00000000
25.00000000,9.00000000,230781.00000000
25.00000000,10.00000000,249859.00000000
26.00000000,2.00000000,56818.00000000
26.00000000,3.00000000,737107.00000000
